GeneID;MV1_Singlecell_C;MV2_Singlecell_R;MV3_Singlecell_N;MV4_Cellgroups_C;MV5_Cellgroups_R;MV6_Cellgroups_N;Average_Cellgroups;Average_Singlecell;Average_C;Average_R;Average_N
Cre11.g475500;10,17967403;10,09188335;9,728321387;9,498658092;9,224867287;9,485348696;9,999959587;9,402958025;9,839166059;9,658375317;9,606835041
Cre11.g475550;4,906540113;5,078463116;5,461341596;4,463016138;4,242480509;5,009489991;5,148781608;4,571662213;4,684778125;4,660471812;5,235415793
Cre11.g475600;7,303926231;7,094193323;7,013380085;7,569621396;6,991964553;7,109939349;7,137166546;7,223841766;7,436773813;7,043078938;7,061659717
Cre11.g475626;-1,075044745;-1,063391938;-1,074485373;-1,011411621;-1,062872953;-0,964816204;-1,070974019;-1,013033593;-1,043228183;-1,063132445;-1,019650789
Cre11.g475650;6,595182154;6,644191408;6,108514781;6,441114536;6,783188593;6,273496332;6,449296114;6,499266487;6,518148345;6,71369;6,191005556
Cre11.g475700;4,379934877;3,917098477;3,813901893;4,406065323;4,400655991;4,022691267;4,036978416;4,27647086;4,3930001;4,158877234;3,91829658
Cre11.g475750;4,501782625;4,192883775;4,218585139;4,263850741;4,549400387;4,083238332;4,30441718;4,29882982;4,382816683;4,371142081;4,150911735
Cre11.g475800;2,993875906;2,638076398;2,885093418;2,705821093;2,429705856;2,484944477;2,839015241;2,540157142;2,8498485;2,533891127;2,685018947
Cre11.g475850;8,399744994;8,919445483;8,641813198;8,346758245;8,425442074;8,33058152;8,653667892;8,367593946;8,373251619;8,672443779;8,486197359
Cre11.g475900;9,407174357;9,46525212;9,349693234;9,316337954;9,419342;9,063731153;9,407373237;9,266470369;9,361756156;9,44229706;9,206712193
Cre11.g475950;8,160349934;7,886187502;8,098847707;8,178604857;8,138307443;8,152453425;8,048461715;8,156455242;8,169477396;8,012247473;8,125650566
Cre11.g476000;8,975404837;9,491785248;9,466465584;8,729576123;8,608977788;8,628307541;9,311218556;8,655620484;8,85249048;9,050381518;9,047386562
Cre11.g476026;9,635055966;10,00897545;9,920909677;9,360205306;9,150731312;9,585778048;9,854980365;9,365571555;9,497630636;9,579853382;9,753343862
Cre11.g476050;10,96096168;10,84747809;10,55996233;11,09977665;10,8892176;10,45414375;10,78946737;10,81437934;11,03036916;10,86834785;10,50705304
Cre11.g476100;4,754694527;4,874153879;5,339079188;5,09235686;4,972465838;5,145395102;4,989309198;5,0700726;4,923525693;4,923309858;5,242237145
Cre11.g476150;7,051790299;7,047452584;6,866256332;7,584103202;7,600971996;7,634778729;6,988499738;7,606617976;7,317946751;7,32421229;7,25051753
Cre11.g476200;7,490451396;7,493136769;7,843048338;7,600678252;7,731130983;7,460112003;7,608878834;7,597307079;7,545564824;7,612133876;7,65158017
Cre11.g476250;9,223336382;9,251115806;9,154722731;9,412065981;9,177666847;9,27530701;9,209724973;9,288346613;9,317701181;9,214391327;9,215014871
Cre11.g476300;5,412389386;5,123847171;5,930130315;5,619778734;5,43009482;5,806035428;5,488788957;5,618636327;5,51608406;5,276970996;5,868082871
Cre11.g476325;2,555982766;3,144898086;3,362910345;2,7340391;2,649772228;3,762034662;3,021263732;3,04861533;2,645010933;2,897335157;3,562472503
Cre11.g476351;-1,513872556;-1,50142459;-1,426401598;-1,508187216;-1,501074294;-1,510708868;-1,480566248;-1,506656793;-1,511029886;-1,501249442;-1,468555233
Cre11.g476376;7,628613432;7,918202859;7,515466759;8,112621466;7,903944183;8,086404236;7,687427683;8,034323295;7,870617449;7,911073521;7,800935498
Cre11.g476400;6,142813524;5,964505618;6,066400657;6,162741548;5,712939515;6,107011516;6,057906599;5,99423086;6,152777536;5,838722567;6,086706086
Cre11.g476450;4,537204662;4,721603707;4,399582337;4,619553636;4,335523436;4,479699214;4,552796902;4,478258762;4,578379149;4,528563571;4,439640775
Cre11.g476500;4,574908861;5,057130311;4,911336341;4,778092179;4,831268344;4,829130668;4,847791838;4,812830397;4,67650052;4,944199328;4,870233504
Cre11.g476550;8,676304468;8,83716406;8,909442081;9,367284184;9,398071299;9,567215158;8,80763687;9,444190213;9,021794326;9,117617679;9,238328619
Cre11.g476600;1,155227438;1,267423711;1,159038978;1,675327709;1,354723388;1,452958878;1,193896709;1,494336658;1,415277573;1,31107355;1,305998928
Cre11.g476650;7,632969167;7,483231182;7,574461074;6,708458768;6,813687066;6,398978532;7,563553808;6,640374789;7,170713967;7,148459124;6,986719803
Cre11.g476700;-0,032933013;-0,079186075;0,080976031;-0,017291896;-0,078970278;0,031123111;-0,010381019;-0,021713021;-0,025112454;-0,079078176;0,056049571
Cre11.g476750;11,29236911;12,14181485;12,26183073;11,08953735;11,07276932;10,66365096;11,89867156;10,94198588;11,19095323;11,60729208;11,46274085
Cre11.g476800;5,591744412;5,633101191;6,121980705;5,634349807;5,849960593;5,736878166;5,782275436;5,740396189;5,61304711;5,741530892;5,929429436
Cre11.g476850;9,618190082;10,08719656;9,234598526;9,935104071;9,877613929;10,01431889;9,646661723;9,94234563;9,776647077;9,982405245;9,624458708
Cre11.g476900;5,639374327;5,666912375;5,794579989;5,470391359;5,499875193;5,270991765;5,700288897;5,413752772;5,554882843;5,583393784;5,532785877
Cre11.g476950;5,695441269;6,042515454;5,949896127;5,620449899;6,257188559;5,992594351;5,89595095;5,95674427;5,657945584;6,149852007;5,971245239
Cre11.g477000;8,545030455;8,833129228;8,646815997;9,861099713;9,842134362;9,781772714;8,674991893;9,828335596;9,203065084;9,337631795;9,214294356
Cre11.g477050;7,732686793;7,57307565;7,850638982;7,680850011;7,647494488;7,641159951;7,718800475;7,656501483;7,706768402;7,610285069;7,745899466
Cre11.g477100;9,653984686;10,23591298;9,490423911;10,05595093;9,955822005;10,10177611;9,793440525;10,03784968;9,85496781;10,09586749;9,796100012
Cre11.g477150;6,436081178;6,003299452;6,09351486;6,206267526;6,663362578;6,553563716;6,17763183;6,47439794;6,321174352;6,333331015;6,323539288
Cre11.g477200;5,637204928;6,460992082;6,743717316;5,598119315;6,090911156;6,062178853;6,280638109;5,917069774;5,617662121;6,275951619;6,402948084
Cre11.g477250;6,083814257;6,476546917;6,54399398;6,074146016;6,478906957;6,065653109;6,368118385;6,206235361;6,078980137;6,477726937;6,304823544
Cre11.g477300;10,31321777;10,26446142;10,20632387;10,18495704;10,24731451;9,853923966;10,26133435;10,09539851;10,24908741;10,25588797;10,03012392
Cre11.g477350;6,470675211;7,357202956;7,071886617;7,260465281;7,538233646;6,946435572;6,966588261;7,248378166;6,865570246;7,447718301;7,009161094
Cre11.g477400;7,635061845;7,226320287;7,54732318;8,823687233;8,568706341;8,671338455;7,469568437;8,687910676;8,229374539;7,897513314;8,109330817
Cre11.g477450;6,627149058;6,528756399;6,63397332;6,435653032;6,368878399;6,29765455;6,596626259;6,367395327;6,531401045;6,448817399;6,465813935
Cre11.g477500;7,740884174;7,938177397;8,079408942;8,198795314;8,158798029;8,368391365;7,919490171;8,241994903;7,969839744;8,048487713;8,223900154
Cre11.g477550;11,98608816;11,29559844;12,16919188;11,64426707;10,61786716;11,11796866;11,81695949;11,12670096;11,81517762;10,9567328;11,64358027
Cre11.g477625;8,695292433;8,551746716;8,612677532;8,353894642;8,36052621;8,501190847;8,619905561;8,4052039;8,524593538;8,456136463;8,556934189
Cre11.g477700;8,340352295;8,349055349;8,534341412;8,31279934;8,226691707;8,072341728;8,407916352;8,203944258;8,326575818;8,287873528;8,30334157
Cre11.g477733;6,397281609;6,830406831;7,126386004;6,478717997;6,745555756;6,907290456;6,784691481;6,710521403;6,437999803;6,787981293;7,01683823
Cre11.g477750;8,155749849;7,374369886;7,558517637;6,946158243;6,611770207;7,633316889;7,696212457;7,063748446;7,550954046;6,993070047;7,595917263
Cre11.g477800;6,129688539;6,045910469;6,081729006;5,807682926;5,946615341;5,974036197;6,085776005;5,909444821;5,968685732;5,996262905;6,027882602
Cre11.g477850;8,5565574;9,222368138;8,697818727;8,594250124;8,917186059;8,659725203;8,825581421;8,723720462;8,575403762;9,069777098;8,678771965
Cre11.g477900;7,030678074;7,994679912;7,527545239;7,659583885;7,914828355;7,678822961;7,517634408;7,7510784;7,345130979;7,954754133;7,6031841
Cre11.g477950;7,04189892;7,124703818;7,097191067;7,000429417;7,383691179;7,281574925;7,087931268;7,221898507;7,021164169;7,254197498;7,189382996
Cre11.g478000;3,873048415;3,877241975;3,588518253;3,82148365;4,001696241;3,344679285;3,779602881;3,722619725;3,847266033;3,939469108;3,466598769
Cre11.g478025;1,948621786;2,42601071;2,07992612;2,420358938;2,303654638;2,461232433;2,151519539;2,395082003;2,184490362;2,364832674;2,270579276
Cre11.g478050;6,332476793;6,39198655;6,134126548;5,535030294;5,932963245;5,492254035;6,286196631;5,653415858;5,933753544;6,162474897;5,813190292
Cre11.g478100;6,243618092;6,399487021;6,726107843;6,654288869;6,383214793;7,848184265;6,456404319;6,961895976;6,448953481;6,391350907;7,287146054
Cre11.g478128;7,608668699;7,476312872;7,506732019;7,41324163;7,410355437;7,483465884;7,530571197;7,43568765;7,510955164;7,443334154;7,495098951
Cre11.g478156;7,770800017;7,285337746;7,531154923;7,027134895;7,306640912;7,525384649;7,529097562;7,286386819;7,398967456;7,295989329;7,528269786
Cre11.g478184;7,776435782;7,753658126;7,170850715;6,844279027;7,150319594;6,405898766;7,566981541;6,800165796;7,310357404;7,45198886;6,78837474
Cre11.g478212;1,202651093;1,258371444;1,213801126;1,225897871;1,260194863;1,8658581;1,224941221;1,450650278;1,214274482;1,259283154;1,539829613
Cre11.g478240;5,399061636;5,567804751;5,274700062;5,230258081;5,074288429;5,403375715;5,413855483;5,235974075;5,314659859;5,32104659;5,339037889
Cre11.g478300;4,369478425;4,81242516;5,15585794;4,649504848;5,267446203;4,96174466;4,779253842;4,959565237;4,509491637;5,039935682;5,0588013
Cre11.g478350;1,997817439;1,723030887;1,701542202;2,019001166;2,112397197;2,244232708;1,807463509;2,125210357;2,008409302;1,917714042;1,972887455
Cre11.g478400;4,29205336;4,087756872;3,960189706;4,452275451;4,439080891;4,401849173;4,113333313;4,431068505;4,372164406;4,263418882;4,18101944
Cre11.g478450;2,631555847;2,333274482;2,900172928;2,883878674;2,773792456;2,676060181;2,621667752;2,777910437;2,75771726;2,553533469;2,788116555
Cre11.g478456;6,443825569;6,191288266;6,664256697;6,667821702;6,968979797;6,735965512;6,433123511;6,790922337;6,555823635;6,580134032;6,700111105
Cre11.g478528;9,167584401;9,326895475;9,068209945;9,221356665;9,21115015;9,23359018;9,187563274;9,222032331;9,194470533;9,269022812;9,150900063
Cre11.g478600;5,975582369;5,174087764;5,436934349;5,711120399;5,699938646;6,275717706;5,52886816;5,89559225;5,843351384;5,437013205;5,856326027
Cre11.g478650;4,881248036;4,637591713;4,802278012;4,295690949;5,037800329;4,734070338;4,77370592;4,689187205;4,588469492;4,837696021;4,768174175
Cre11.g478700;8,353971182;8,871215707;8,448819042;8,698340578;8,883895508;9,048476061;8,558001977;8,876904049;8,52615588;8,877555607;8,748647551
Cre11.g478750;6,419937437;6,704089518;6,419382055;5,9962607;6,394344378;6,262002512;6,51446967;6,217535863;6,208099068;6,549216948;6,340692284
Cre11.g478800;9,893113591;10,00783179;9,815018953;9,528027748;9,766462122;9,700155502;9,905321443;9,66488179;9,710570669;9,887146954;9,757587228
Cre11.g478850;5,497577312;5,196996209;5,713038894;5,794841704;5,341116839;5,582050441;5,469204138;5,572669661;5,646209508;5,269056524;5,647544667
Cre11.g478950;6,405926945;5,776537396;6,035421355;6,510514665;5,522873351;5,363497635;6,072628565;5,798961884;6,458220805;5,649705373;5,699459495
Cre11.g478966;3,548992504;3,476158782;3,641537527;3,648679014;3,37489214;3,310669;3,555562938;3,444746718;3,598835759;3,425525461;3,476103264
Cre11.g479000;10,21991956;10,08678822;10,11187329;9,955872534;9,93096523;9,836407367;10,13952702;9,907748377;10,08789605;10,00887673;9,974140326
Cre11.g479050;8,47940078;8,893951186;8,275888201;8,405003677;8,481156232;8,475633417;8,549746723;8,453931108;8,442202228;8,687553709;8,375760809
Cre11.g479100;-0,121101778;-0,224240075;0,048727905;-0,228174145;-0,224015843;-0,229451542;-0,098871316;-0,227213843;-0,174637962;-0,224127959;-0,090361818
Cre11.g479150;8,633014761;8,696703352;8,94836072;9,06843201;8,859454687;9,289101278;8,759359611;9,072329325;8,850723386;8,77807902;9,118730999
Cre11.g479200;4,8513106;4,878383551;4,362035802;4,547206934;4,776037545;4,985200466;4,697243317;4,769481649;4,699258767;4,827210548;4,673618134
Cre11.g479250;7,42269234;7,658138996;7,58243028;8,031248789;7,937757687;8,033863008;7,554420538;8,000956495;7,726970564;7,797948342;7,808146644
Cre11.g479300;6,555825455;6,30145792;6,631350378;6,566263279;6,917748904;6,622995793;6,496211251;6,702335992;6,561044367;6,609603412;6,627173086
Cre11.g479350;8,709793317;8,362648348;8,143831113;7,714821715;7,996715963;7,640680175;8,40542426;7,784072618;8,212307516;8,179682156;7,892255644
Cre11.g479383;6,091625573;6,223277187;6,015960414;6,13769734;6,469896318;6,398097621;6,110287725;6,335230426;6,114661456;6,346586753;6,207029017
Cre11.g479416;3,35697263;3,112721825;3,026236635;3,389493004;3,118038514;3,367043614;3,165310363;3,291525044;3,373232817;3,115380169;3,196640124
Cre11.g479450;7,905071169;8,023273316;7,691101634;7,315043114;7,383867029;7,235500084;7,873148706;7,311470076;7,610057141;7,703570172;7,463300859
Cre11.g479500;10,65246264;10,69259517;10,92943245;11,18829491;10,95382316;10,85915433;10,75816342;11,00042413;10,92037877;10,82320916;10,89429339
Cre11.g479550;6,823386415;7,541321279;6,906795829;7,557211624;7,508960589;7,533526898;7,090501174;7,533233037;7,190299019;7,525140934;7,220161363
Cre11.g479600;9,622922728;10,01662892;9,499223826;9,116231953;9,076997152;8,865528023;9,712925157;9,01958571;9,369577341;9,546813035;9,182375924
Cre11.g479650;6,02807307;5,929229223;5,854272881;5,753372117;5,707045597;6,030785246;5,937191725;5,830400987;5,890722594;5,81813741;5,942529063
Cre11.g479700;5,945407445;6,109362773;6,583049886;6,245202087;6,008292959;6,480000463;6,212606701;6,244498503;6,095304766;6,058827866;6,531525174
Cre11.g479750;7,807319621;8,18111577;8,011388018;7,807297242;7,964568312;7,879585656;7,999941136;7,88381707;7,807308431;8,072842041;7,945486837
Cre11.g479800;6,332049391;6,32517765;6,176785122;6,34793651;6,484381938;6,298792184;6,278004054;6,377036877;6,33999295;6,404779794;6,237788653
Cre11.g479850;5,496978842;6,363217066;5,736721652;5,45092012;5,85226175;6,120804167;5,865639187;5,807995346;5,473949481;6,107739408;5,928762909
Cre11.g479900;5,497741936;8,110261767;8,033379489;5,158425398;5,220609631;5,117743071;7,213794397;5,1655927;5,328083667;6,665435699;6,57556128
Cre11.g479950;5,460928882;4,903255394;5,242905551;5,057877737;5,413217832;5,503366465;5,202363276;5,324820678;5,25940331;5,158236613;5,373136008
Cre11.g480000;7,432884862;7,543523605;7,617430335;7,863425494;7,665920893;7,844631399;7,531279601;7,791325929;7,648155178;7,604722249;7,731030867
Cre11.g480050;2,291011094;2,432686394;3,192957379;3,00482586;2,435255165;3,083987958;2,638884956;2,841356328;2,647918477;2,43397078;3,138472668
Cre11.g480060;7,129292097;7,004636398;7,472911996;7,82825149;6,978263388;7,558658037;7,202280164;7,455057638;7,478771793;6,991449893;7,515785017
Cre11.g480079;3,614944068;3,151453413;3,494997552;3,653410371;3,280704988;3,032923839;3,420465011;3,3223464;3,63417722;3,216079201;3,263960696
Cre11.g480100;9,077926565;9,989054189;9,483090274;10,39600064;10,61121034;10,77429139;9,516690343;10,59383412;9,736963603;10,30013227;10,12869083
Cre11.g480116;5,762684242;5,452792841;5,26429377;7,065514913;6,742736279;6,701767631;5,493256951;6,836672941;6,414099578;6,09776456;5,9830307
Cre11.g480132;-1,523641021;-1,442483226;-1,519433156;-1,515215564;-1,441964099;-1,518952556;-1,495185801;-1,492044073;-1,519428293;-1,442223662;-1,519192856
Cre11.g480150;14,52087296;14,85313829;14,82282073;14,79670132;14,8470099;14,75280502;14,73227733;14,79883875;14,65878714;14,8500741;14,78781288
Cre11.g480200;4,807146578;4,869061872;4,856918233;4,470057844;5,413564355;4,765837687;4,844375561;4,883153295;4,638602211;5,141313114;4,81137796
Cre11.g480250;5,084266434;3,998887913;5,26158652;4,012076948;3,649833259;5,031841867;4,781580289;4,231250691;4,548171691;3,824360586;5,146714193
Cre11.g480300;3,907207772;3,336890618;3,447298355;3,182893949;3,701663589;3,68141503;3,563798915;3,521990856;3,545050861;3,519277103;3,564356693
Cre11.g480350;5,381036249;5,376851652;5,291228156;5,346909712;5,604199809;6,111786639;5,349705352;5,687632054;5,363972981;5,490525731;5,701507398
Cre11.g480400;3,969920384;2,96477386;2,708157621;2,581677603;3,480320354;3,129023045;3,214283955;3,063673668;3,275798994;3,222547107;2,918590333
Cre11.g480451;3,824743355;3,249855353;2,944703625;3,31293588;4,179578705;3,645476168;3,339767444;3,712663584;3,568839617;3,714717029;3,295089896
Cre11.g480551;8,498965241;8,280703632;8,323499987;8,425512646;8,359199536;8,381245218;8,367722953;8,388652467;8,462238943;8,319951584;8,352372602
Cre11.g480600;6,083823847;6,889856471;6,211434548;7,045114985;6,946466432;6,740911472;6,395038289;6,910830963;6,564469416;6,918161452;6,47617301
Cre11.g480650;4,558978207;4,472014979;4,637588514;4,695411019;4,987761252;5,257919399;4,5561939;4,98036389;4,627194613;4,729888115;4,947753957
Cre11.g480700;7,407042565;7,47762003;7,446158555;6,639086799;6,657689661;6,288566015;7,44360705;6,528447492;7,023064682;7,067654846;6,867362285
Cre11.g480725;6,885722171;7,119038612;7,132285205;6,623146227;6,40390123;6,677305249;7,045681996;6,568117569;6,754434199;6,761469921;6,904795227
Cre11.g480750;5,794094088;5,580493765;5,892939885;6,187873613;6,413627082;6,218276042;5,755842579;6,273258912;5,990983851;5,997060423;6,055607964
Cre11.g480800;6,925287618;6,635387093;7,073857919;7,504658741;7,166013814;7,444955861;6,878177543;7,371876138;7,21497318;6,900700453;7,25940689
Cre11.g480851;5,430579621;5,618762077;5,614554159;5,049067631;5,649349687;5,400129902;5,554631952;5,366182407;5,239823626;5,634055882;5,50734203
Cre11.g480900;5,541299433;5,51195311;5,709975107;5,333731274;5,681136783;5,589014299;5,58774255;5,534627452;5,437515354;5,596544947;5,649494703
Cre11.g480950;9,904652103;10,44246603;10,20596932;9,619508529;9,618629612;9,722531907;10,18436249;9,653556683;9,762080316;10,03054782;9,964250616
Cre11.g481000;9,420960731;9,080005793;9,324266132;9,288245284;9,348752592;9,377807286;9,275077552;9,338268388;9,354603008;9,214379193;9,351036709
Cre11.g481050;3,458963036;3,698157076;3,973488226;3,42408068;3,705627828;4,240972952;3,710202779;3,790227153;3,441521858;3,701892452;4,107230589
Cre11.g481082;1,604836018;1,417365158;1,312155374;1,386883109;1,647989603;1,687236085;1,444785517;1,574036266;1,495859563;1,532677381;1,499695729
Cre11.g481093;3,131718485;3,244051811;3,647804164;3,394942829;3,717926888;3,887058757;3,341191486;3,666642825;3,263330657;3,48098935;3,76743146
Cre11.g481104;5,73319983;6,075254554;6,095849329;5,928232119;6,146161529;6,189319503;5,968101238;6,087904383;5,830715974;6,110708041;6,142584416
Cre11.g481115;6,470380693;6,983623378;6,428837199;6,415560339;6,812138511;6,530019818;6,627613757;6,585906223;6,442970516;6,897880945;6,479428509
Cre11.g481126;8,346076974;8,356212016;8,170323181;8,343991772;8,831312275;8,064459105;8,290870724;8,413254384;8,345034373;8,593762146;8,117391143
Cre11.g481150;5,139152907;6,298910049;6,452492481;5,445358411;5,265540408;5,309583043;5,963518479;5,340160621;5,292255659;5,782225229;5,881037762
Cre11.g481200;6,553310666;7,089796178;6,788932953;6,752512743;7,1770967;6,595342061;6,810679932;6,841650501;6,652911704;7,133446439;6,692137507
Cre11.g481250;6,193403017;6,416273049;6,587733983;6,818544969;6,883170374;6,978459647;6,399136683;6,893391663;6,505973993;6,649721712;6,783096815
Cre11.g481300;1,008417094;0,468313279;0,590904834;0,460798284;0,468738453;0,458334716;0,689211736;0,462623818;0,734607689;0,468525866;0,524619775
Cre11.g481313;6,032857212;6,171309513;6,341616282;5,886093577;5,831664988;5,860914398;6,181927669;5,859557654;5,959475394;6,001487251;6,10126534
Cre11.g481350;4,71854063;5,364071762;5,077704731;5,396147682;5,577691095;5,752538995;5,053439041;5,575459258;5,057344156;5,470881429;5,415121863
Cre11.g481400;5,323146149;4,915236473;5,088247605;4,892585496;5,503653135;5,212794893;5,108876742;5,203011174;5,107865822;5,209444804;5,150521249
Cre11.g481450;11,615232;12,23675803;12,08108462;12,10848724;12,00856033;11,51923428;11,97769155;11,87876062;11,86185962;12,12265918;11,80015945
Cre11.g481500;7,231016;7,145623484;7,269783029;6,963450583;7,015072419;7,260307075;7,215474171;7,079610026;7,097233292;7,080347951;7,265045052
Cre11.g481550;7,295524505;7,054377798;7,144109745;6,884613633;7,117368919;6,78243571;7,164670683;6,928139421;7,090069069;7,085873359;6,963272727
Cre11.g481600;10,28219921;9,642847374;9,771639104;10,15090081;10,83821484;11,03823834;9,898895228;10,67578467;10,21655001;10,24053111;10,40493872
Cre11.g481650;9,113882116;9,368413319;9,118708239;8,846886936;8,947993317;9,033110195;9,200334558;8,942663483;8,980384526;9,158203318;9,075909217
Cre11.g481700;9,204351721;8,904163544;9,041977922;8,510307789;8,472027239;8,391853815;9,050164396;8,458062948;8,857329755;8,688095392;8,716915869
Cre11.g481750;4,128085808;3,887168179;3,877019487;3,452434607;3,355499832;4,660107212;3,964091158;3,82268055;3,790260208;3,621334005;4,26856335
Cre11.g481800;6,12000714;6,195485643;6,563370115;6,261301231;6,237112799;6,339868732;6,292954299;6,279427587;6,190654186;6,216299221;6,451619423
Cre11.g481833;2,697077608;3,037046749;2,867432748;2,713517403;2,733243573;3,3587638;2,867185701;2,935174926;2,705297506;2,885145161;3,113098274
Cre11.g481866;-0,072003551;-0,064635736;-0,070562327;0,065993012;0,108806087;0,052638497;-0,069067205;0,075812532;-0,003005269;0,022085176;-0,008961915
Cre11.g481900;6,180843741;6,17288697;6,432672318;5,863196131;5,946621494;6,267738565;6,262134343;6,025852064;6,022019936;6,059754232;6,350205442
Cre11.g481951;8,477553514;9,057346048;9,230195579;8,956104107;9,032513883;8,853223849;8,92169838;8,947280613;8,71682881;9,044929966;9,041709714
Cre11.g482001;7,455376535;7,775558044;7,351384101;7,99775222;8,075992825;8,012496596;7,52743956;8,028747214;7,726564378;7,925775435;7,681940349
Cre11.g482050;7,468670315;7,191286646;7,216769159;7,218421633;7,188956547;7,48013297;7,29224204;7,29583705;7,343545974;7,190121596;7,348451064
Cre11.g482101;7,0317639;7,410506558;6,813646097;7,277208853;7,425006858;7,396781418;7,085305518;7,366332376;7,154486377;7,417756708;7,105213757
Cre11.g482150;3,566443459;3,64686903;3,586736337;3,936794674;3,920673834;3,817078736;3,600016275;3,891515748;3,751619066;3,783771432;3,701907536
Cre11.g482200;7,605975052;8,201059958;7,052936369;7,698603971;7,277691004;7,646693131;7,61999046;7,540996035;7,652289511;7,739375481;7,34981475
Cre11.g482250;4,379142428;4,013071002;3,415530664;4,440320616;4,811721009;4,388245;3,935914698;4,546762208;4,409731522;4,412396006;3,901887832
Cre11.g482300;9,15652178;9,454806749;8,608817777;9,206895483;8,909106474;9,214690371;9,073382102;9,110230776;9,181708632;9,181956611;8,911754074
Cre11.g482400;-0,479679455;-0,299478153;-0,41436361;-0,477307917;-0,381323203;-0,478413192;-0,397840406;-0,445681437;-0,478493686;-0,340400678;-0,446388401
Cre11.g482450;5,014187059;4,740082368;5,038635879;5,30943356;4,85133899;5,237101966;4,930968435;5,132624839;5,161810309;4,795710679;5,137868922
Cre11.g482483;6,858256759;6,77730795;6,511951988;6,55271714;6,637134187;6,539776584;6,715838899;6,576542637;6,70548695;6,707221068;6,525864286
Cre11.g482550;2,584168253;2,139258346;2,017673989;2,029736573;2,403795246;2,313818898;2,24703353;2,249116906;2,306952413;2,271526796;2,165746444
Cre11.g482600;7,024252788;7,68089343;7,636847246;7,662679651;7,639324657;7,8393094;7,447331155;7,713771236;7,34346622;7,660109043;7,738078323
Cre11.g482626;5,51293182;6,110174007;6,107302583;6,33826619;6,519024601;6,618318352;5,910136137;6,491869715;5,925599005;6,314599304;6,362810468
Cre11.g482650;8,95104732;6,38525443;7,951583766;7,785586603;7,168572623;9,049306524;7,762628505;8,00115525;8,368316962;6,776913526;8,500445145
Cre11.g482700;5,303113501;5,100452538;4,211391062;4,999552423;5,526875818;5,087082045;4,871652367;5,204503429;5,151332962;5,313664178;4,649236553
Cre11.g482750;5,939380953;6,111273267;6,531428681;6,524663667;6,895415967;7,629746224;6,194027634;7,016608619;6,23202231;6,503344617;7,080587452
Cre11.g482800;8,158316767;7,901158298;8,101336616;7,895422856;7,843565568;7,885240329;8,053603894;7,874742918;8,026869812;7,872361933;7,993288472
Cre11.g482841;7,165694795;6,893522063;7,333099505;7,394449065;7,283930004;7,61781856;7,130772121;7,432065876;7,28007193;7,088726034;7,475459032
Cre11.g482850;5,924439208;5,174164692;4,810527627;5,151806197;5,590128984;5,233671176;5,303043842;5,325202119;5,538122702;5,382146838;5,022099402
Cre11.g482900;6,581070113;6,604587139;6,690762215;6,643507998;6,661701739;6,584880251;6,625473156;6,630029996;6,612289056;6,633144439;6,637821233
Cre11.g482952;9,885129028;9,541748946;9,176205479;10,33536621;10,1597867;10,26053866;9,534361151;10,25189719;10,11024762;9,850767821;9,718372068
Cre11.g483000;6,980684676;6,558545786;6,77146057;7,406182592;7,725669115;7,569037149;6,770230344;7,566962952;7,193433634;7,14210745;7,170248859
Cre11.g483033;0,722431745;0,680037817;0,84001837;0,914807571;0,846253033;0,731906767;0,747495978;0,830989124;0,818619658;0,763145425;0,785962569
Cre11.g483100;7,512313373;6,734484138;6,795079067;6,587216619;6,647486279;6,677930058;7,013958859;6,637544319;7,049764996;6,690985209;6,736504562
Cre11.g483150;5,921412184;6,522247445;6,640439829;6,724897337;6,750342267;6,873615524;6,361366486;6,78295171;6,323154761;6,636294856;6,757027677
Cre11.g483200;6,555130216;7,328606284;7,060060972;6,788461271;6,966122441;6,86361552;6,981265824;6,872733077;6,671795744;7,147364363;6,961838246
Cre11.g483250;5,425752403;5,083496633;4,8139535;5,39498152;6,25589482;5,276855311;5,107734179;5,642577217;5,410366962;5,669695726;5,045404406
Cre11.g483351;6,168010047;5,957088705;5,79968289;5,726481705;6,140722737;6,485274194;5,974927214;6,117492879;5,947245876;6,048905721;6,142478542
Cre11.g483400;7,671676486;7,594045346;7,306794562;7,491238818;7,648518943;7,482672739;7,524172132;7,540810167;7,581457652;7,621282145;7,394733651
Cre11.g483450;6,106916451;5,292369244;5,501081616;6,042168856;6,217561012;6,502213522;5,63345577;6,25398113;6,074542653;5,754965128;6,001647569
Cre12.g483476;3,540333125;4,214475007;4,305419448;3,938119356;3,665501527;3,90811416;4,02007586;3,837245014;3,739226241;3,939988267;4,106766804
Cre12.g483500;8,798884314;8,674538779;8,635573087;8,480499255;8,628179365;8,248393971;8,702998727;8,45235753;8,639691784;8,651359072;8,441983529
Cre12.g483550;9,235678107;9,33280309;9,259871347;8,790466971;8,738253615;8,905702893;9,276117515;8,811474493;9,013072539;9,035528353;9,08278712
Cre12.g483600;5,949192933;5,796883834;6,376151793;5,517546537;5,512419591;6,001482212;6,040742853;5,677149447;5,733369735;5,654651713;6,188817002
Cre12.g483650;7,207359171;8,432865949;7,964291046;7,813047248;7,989878661;7,641243517;7,868172055;7,814723142;7,51020321;8,211372305;7,802767281
Cre12.g483700;10,39784192;10,24397961;10,38436103;10,10971711;9,865679434;9,808957351;10,34206085;9,928117966;10,25377952;10,05482952;10,09665919
