GeneID;MV1_Singlecell_C;MV2_Singlecell_R;MV3_Singlecell_N;MV4_Cellgroups_C;MV5_Cellgroups_R;MV6_Cellgroups_N;Average_Cellgroups;Average_Singlecell;Average_C;Average_R;Average_N
Cre12.g483720;-1,143735876;-1,131114295;-1,143191889;-1,140798579;-1,13061266;-0,982002659;-1,139347353;-1,084471299;-1,142267227;-1,130863478;-1,062597274
Cre12.g483750;8,608948776;8,07755472;8,150095589;7,705656093;7,818507702;8,265325159;8,278866361;7,929829651;8,157302434;7,948031211;8,207710374
Cre12.g483800;7,669770306;7,216356515;7,33056066;7,126454672;7,18330038;6,928947207;7,405562494;7,07956742;7,398112489;7,199828447;7,129753933
Cre12.g483850;9,326491371;8,951759537;8,865957457;8,877924572;8,849723172;8,725977478;9,048069455;8,817875074;9,102207972;8,900741355;8,795967467
Cre12.g483900;7,245634776;6,861398996;7,002581623;7,108694182;7,104940889;7,360405435;7,036538465;7,191346835;7,177164479;6,983169942;7,181493529
Cre12.g483926;0,918603487;0,640543251;0,904832483;0,702757369;0,640936589;0,694271894;0,821326407;0,679321951;0,810680428;0,64073992;0,799552188
Cre12.g483950;11,35680709;11,70814169;11,47180761;11,23556604;11,23840889;11,02174281;11,51225213;11,16523925;11,29618656;11,47327529;11,24677521
Cre12.g484000;9,062201934;10,31902887;9,629525576;9,597863503;9,614516802;9,206096229;9,670252127;9,472825511;9,330032719;9,966772837;9,417810902
Cre12.g484050;13,74498233;14,21912994;14,07596826;13,94391277;13,99085413;13,9628186;14,01336018;13,96586184;13,84444755;14,10499204;14,01939343
Cre12.g484100;8,586057684;8,50334978;8,726847532;8,729895773;8,504115958;8,724949437;8,605418332;8,652987056;8,657976728;8,503732869;8,725898485
Cre12.g484150;8,46665028;8,302499486;8,419893346;8,89903246;8,729817199;9,022435931;8,396347704;8,883761863;8,68284137;8,516158342;8,721164638
Cre12.g484200;8,363119505;9,005104043;8,89278444;8,661668087;8,768585002;8,808456956;8,753669329;8,746236682;8,512393796;8,886844523;8,850620698
Cre12.g484250;9,605870969;9,461061269;9,093480365;9,753211407;9,348080527;9,016550972;9,386804201;9,372614302;9,679541188;9,404570898;9,055015668
Cre12.g484300;8,007093071;8,932556874;8,609691421;7,941898574;7,929078994;7,934574442;8,516447122;7,935184003;7,974495822;8,430817934;8,272132931
Cre12.g484350;9,444758509;9,301337017;9,464313788;8,815293215;8,696097484;8,388581861;9,403469771;8,633324186;9,130025862;8,99871725;8,926447824
Cre12.g484400;2,420851074;1,514956899;1,564093855;1,578128911;1,515926897;1,914155649;1,833300609;1,669403819;1,999489992;1,515441898;1,739124752
Cre12.g484450;6,592737969;7,242229258;6,468261036;6,838601991;6,814450122;6,786316199;6,767742755;6,81312277;6,71566998;7,02833969;6,627288618
Cre12.g484500;6,891415337;6,727097247;7,062464627;7,340576282;7,017123578;7,625676407;6,893659071;7,327792089;7,11599581;6,872110412;7,344070517
Cre12.g484550;1,468802114;1,49208578;1,759870225;1,617556426;1,885319033;1,98199004;1,573586039;1,828288499;1,54317927;1,688702406;1,870930132
Cre12.g484600;6,234112553;6,296505837;6,78324699;6,866918653;6,463839843;7,170557256;6,437955127;6,833771917;6,550515603;6,38017284;6,976902123
Cre12.g484650;8,116608018;8,433222147;8,576676894;8,140951975;8,276588069;8,325322393;8,375502353;8,247620812;8,128779996;8,354905108;8,450999643
Cre12.g484700;8,347898721;8,340208752;8,150927845;8,241286406;8,088201853;8,198605251;8,27967844;8,17603117;8,294592564;8,214205302;8,174766548
Cre12.g484750;5,973434975;6,730510281;6,514925255;5,663916851;5,990267017;5,678026882;6,40629017;5,777403583;5,818675913;6,360388649;6,096476068
Cre12.g484800;7,987047704;6,859674134;7,016769341;7,682374939;7,435809695;7,594672447;7,287830393;7,57095236;7,834711322;7,147741915;7,305720894
Cre12.g484900;10,38663167;10,74464465;9,656235736;10,43329289;10,34617542;10,45435393;10,26250402;10,41127408;10,40996228;10,54541003;10,05529483
Cre12.g484950;8,524758575;7,927778289;7,886798836;7,565276699;7,666698876;7,811494171;8,1131119;7,681156582;8,045017637;7,797238583;7,849146503
Cre12.g485000;9,753805535;9,900611407;8,867839999;9,408258679;9,102689815;9,187121322;9,507418981;9,232689939;9,581032107;9,501650611;9,027480661
Cre12.g485050;12,37116011;12,67381133;12,05477326;12,22813162;12,26598539;12,1228806;12,36658156;12,20566587;12,29964586;12,46989836;12,08882693
Cre12.g485100;-0,242420127;-0,289620453;-0,128593165;-0,166034632;-0,289433174;-0,293945125;-0,220211248;-0,24980431;-0,204227379;-0,289526813;-0,211269145
Cre12.g485150;13,33463839;12,91425134;12,87733293;12,16785687;12,44640558;11,78196451;13,04207422;12,13207565;12,75124763;12,68032846;12,32964872
Cre12.g485200;0,538964761;0,442071088;0,49555975;0,50470409;0,531011317;0,708779811;0,492198533;0,581498406;0,521834425;0,486541202;0,60216978
Cre12.g485250;7,574757243;7,27093426;7,388461774;8,015084819;7,6695903;8,103754606;7,411384425;7,929476575;7,794921031;7,47026228;7,74610819
Cre12.g485300;4,906232427;4,506646269;4,250160776;5,059204163;5,206482423;5,057289732;4,554346491;5,107658772;4,982718295;4,856564346;4,653725254
Cre12.g485350;7,04467387;7,75531507;7,657919742;6,37761429;6,295787246;6,456348605;7,485969561;6,37658338;6,71114408;7,025551158;7,057134174
Cre12.g485400;5,424346876;5,357941154;5,73622311;6,608190246;6,621868038;7,222981927;5,50617038;6,817680071;6,016268561;5,989904596;6,479602519
Cre12.g485418;1,847624658;0,792464293;0,772488302;0,777968654;0,793268354;0,773093605;1,137525751;0,781443538;1,312796656;0,792866324;0,772790954
Cre12.g485438;0,275038772;-0,158521528;-0,165140843;-0,163362147;-0,158247257;-0,164945774;-0,016207866;-0,162185059;0,055838313;-0,158384393;-0,165043308
Cre12.g485458;2,783087844;2,651224663;2,565920649;3,22958619;2,804588566;3,395186197;2,666744385;3,143120318;3,006337017;2,727906615;2,980553423
Cre12.g485478;7,214997061;7,360449674;7,666371383;7,347434975;7,646603124;7,443558694;7,413939373;7,479198931;7,281216018;7,503526399;7,554965038
Cre12.g485500;8,796797218;8,346394252;8,628743635;7,957280562;7,898057288;8,053150122;8,590645035;7,969495991;8,37703889;8,12222577;8,340946879
Cre12.g485550;6,611551675;6,535450452;6,616865086;6,659438828;6,170176931;6,233539253;6,587955738;6,354385004;6,635495252;6,352813691;6,42520217
Cre12.g485600;8,340300688;7,670473492;8,480215415;8,198169481;7,683945788;7,790114154;8,163663198;7,890743141;8,269235085;7,67720964;8,135164785
Cre12.g485750;6,169336008;5,629183594;5,5325821;5,825127658;6,028642497;5,844025788;5,777033901;5,899265314;5,997231833;5,828913045;5,688303944
Cre12.g485800;9,328481988;10,8629549;10,24195432;10,12762574;10,3068517;10,1284729;10,14446373;10,18765011;9,728053864;10,5849033;10,18521361
Cre12.g485850;7,343673293;8,53521922;8,410698842;8,162552303;8,104559126;8,260842887;8,096530451;8,175984772;7,753112798;8,319889173;8,335770864
Cre12.g485900;6,017427916;6,048049215;6,263178638;6,52121392;5,95896157;6,387480836;6,109551923;6,289218775;6,269320918;6,003505393;6,325329737
Cre12.g485950;6,025077924;5,174687589;5,711876005;5,805384506;5,091861197;5,423743008;5,63721384;5,44032957;5,915231215;5,133274393;5,567809507
Cre12.g486000;4,412194955;4,435824648;4,364128494;4,341225589;4,303536643;4,166216195;4,404049366;4,270326142;4,376710272;4,369680645;4,265172344
Cre12.g486050;6,442803455;6,566324391;6,472848465;6,331209807;6,240710582;6,454681048;6,493992104;6,342200479;6,387006631;6,403517487;6,463764757
Cre12.g486100;8,494218455;8,395432957;8,063316125;7,752107292;7,488856429;7,062756043;8,317655846;7,434573255;8,123162873;7,942144693;7,563036084
Cre12.g486207;5,071603256;5,002557153;4,897623331;4,569265454;4,704489147;4,391425956;4,99059458;4,555060186;4,820434355;4,85352315;4,644524644
Cre12.g486208;8,189625634;8,541628109;7,374477145;8,266648071;8,180155443;8,136069217;8,035243629;8,19429091;8,228136852;8,360891776;7,755273181
Cre12.g486209;8,120334388;7,779072784;7,898142652;8,056412164;8,21393711;8,349219375;7,932516608;8,206522883;8,088373276;7,996504947;8,123681013
Cre12.g486250;10,58760516;9,778991069;9,450594965;9,764291517;9,439398957;9,860461813;9,939063731;9,688050762;10,17594834;9,609195013;9,655528389
Cre12.g486252;1,56079276;1,877975653;1,99031467;1,473931627;1,413483972;1,393984273;1,809694361;1,427133291;1,517362194;1,645729812;1,692149471
Cre12.g486300;11,70720486;12,60951172;11,97604595;11,8792371;12,16106267;11,67524834;12,09758751;11,9051827;11,79322098;12,3852872;11,82564715
Cre12.g486350;7,404735812;6,63839502;6,60583183;6,809887722;6,582247763;6,191638307;6,882987554;6,527924597;7,107311767;6,610321392;6,398735069
Cre12.g486400;6,852066636;6,316979773;6,359850872;5,779975168;5,791904696;6,064386487;6,509632427;5,87875545;6,316020902;6,054442235;6,21211868
Cre12.g486450;2,928954627;1,420856576;1,380400497;1,497413049;1,42240519;1,38168776;1,910070567;1,433835333;2,213183838;1,421630883;1,381044129
Cre12.g486478;0,882266964;0,859490212;0,801600372;0,685137856;0,692570094;0,909103868;0,847785849;0,762270606;0,78370241;0,776030153;0,85535212
Cre12.g486550;8,065977284;8,333417148;8,294349803;8,088281842;7,965877836;8,009679267;8,231248079;8,021279648;8,077129563;8,149647492;8,152014535
Cre12.g486551;3,301174894;4,044938808;3,740326258;3,838845607;4,191592473;3,842000112;3,695479987;3,957479398;3,570010251;4,11826564;3,791163185
Cre12.g486600;5,471708655;5,67244366;4,81323447;4,918031435;4,903974098;5,01083147;5,319128929;4,944279001;5,194870045;5,288208879;4,91203297
Cre12.g486650;7,577288355;7,665164442;6,902843275;7,456668705;7,366784864;7,298322394;7,381765357;7,373925321;7,51697853;7,515974653;7,100582835
Cre12.g486700;7,334695391;6,984553053;5,780382141;6,287633575;5,804388075;6,030164459;6,699876862;6,040728703;6,811164483;6,394470564;5,9052733
Cre12.g486750;3,035449816;2,462329868;2,384699033;2,677554488;2,67643941;2,68266434;2,627492906;2,678886079;2,856502152;2,569384639;2,533681687
Cre12.g486800;7,525700029;7,450109889;7,441704412;7,273380571;7,253908486;7,28656985;7,472504777;7,271286302;7,3995403;7,352009187;7,364137131
Cre12.g486850;4,192716186;4,752705682;4,316273351;4,958169902;4,735284067;4,405842029;4,420565073;4,699765333;4,575443044;4,743994875;4,36105769
Cre12.g486851;-1,467082183;-1,503012149;-1,51457094;-1,511147357;-1,451686311;-1,514180818;-1,494888424;-1,492338162;-1,48911477;-1,47734923;-1,514375879
Cre12.g486900;6,876869049;5,6351516;5,955551195;6,330699938;6,018531121;6,531866175;6,155857281;6,293699078;6,603784494;5,82684136;6,243708685
Cre12.g486950;7,436441018;4,731792131;4,409678121;5,434922544;5,392776893;5,576632048;5,525970423;5,468110495;6,435681781;5,062284512;4,993155084
Cre12.g487000;1,601858031;1,104650861;1,06312103;1,207710305;1,010557158;0,996016676;1,256543307;1,071428046;1,404784168;1,057604009;1,029568853
Cre12.g487050;3,577283743;3,058675497;3,138225208;3,011850959;3,287473429;2,877831121;3,258061483;3,059051836;3,294567351;3,173074463;3,008028164
Cre12.g487100;6,243155704;6,358393671;6,21954313;6,300010044;6,143597633;5,809872566;6,273697502;6,084493414;6,271582874;6,250995652;6,014707848
Cre12.g487101;6,634630029;6,156700417;6,175880261;5,351603067;5,783544929;5,450832116;6,322403569;5,528660037;5,993116548;5,970122673;5,813356189
Cre12.g487150;0,875148544;0,644554536;0,635700794;0,705160255;0,951639852;0,696904433;0,718467958;0,78456818;0,7901544;0,798097194;0,666302613
Cre12.g487200;8,504677207;8,057364587;8,478814902;9,014960533;8,581020409;8,567016942;8,346952232;8,720999295;8,75981887;8,319192498;8,522915922
Cre12.g487250;9,315032004;8,937527234;8,928907416;8,568681347;8,51660327;8,64517796;9,060488885;8,576820859;8,941856675;8,727065252;8,787042688
Cre12.g487300;7,349471689;6,541146285;7,014764846;7,008482151;6,976266278;7,325396625;6,96846094;7,103381685;7,17897692;6,758706282;7,170080736
Cre12.g487350;6,441570194;5,881355231;5,783743016;6,157443897;6,188139149;6,44108728;6,035556147;6,262223442;6,299507045;6,03474719;6,112415148
Cre12.g487400;5,223818903;4,514956497;4,689678223;4,730859723;4,358554335;4,719939084;4,809484541;4,603117714;4,977339313;4,436755416;4,704808653
Cre12.g487450;5,884970605;5,567009245;5,615502228;6,048202955;5,980645586;5,705938358;5,689160693;5,911595633;5,96658678;5,773827416;5,660720293
Cre12.g487500;5,65668333;5,683171476;6,273862099;5,707961388;5,772662937;5,83623368;5,871238968;5,772286001;5,682322359;5,727917206;6,055047889
Cre12.g487600;6,376656704;6,223881157;6,332988679;6,683949842;6,522353249;6,327610372;6,311175513;6,511304488;6,530303273;6,373117203;6,330299526
Cre12.g487601;3,664082986;3,996081527;4,415161077;4,867501147;4,444407083;5,710173656;4,02510853;5,007360629;4,265792067;4,220244305;5,062667367
Cre12.g487650;4,447119713;3,80236147;3,45968882;3,75189797;3,560231638;4,988700708;3,903056668;4,100276772;4,099508841;3,681296554;4,224194764
Cre12.g487700;3,832776554;3,655266368;3,543752707;3,133638832;3,74761686;2,990766857;3,67726521;3,290674183;3,483207693;3,701441614;3,267259782
Cre12.g487800;3,036862748;2,594140708;2,622715982;2,709970114;3,2646184;2,725800733;2,751239813;2,900129749;2,873416431;2,929379554;2,674258358
Cre12.g487850;8,659337292;7,860248406;8,372333176;8,032428363;7,928048427;8,403470862;8,297306291;8,121315884;8,345882827;7,894148416;8,387902019
Cre12.g487900;5,438531258;5,101846729;4,741331841;4,411994979;4,890332263;3,764649266;5,093903276;4,355658836;4,925263118;4,996089496;4,252990554
Cre12.g487950;8,545432955;7,187147143;6,998950988;7,723106995;7,559625214;6,884441814;7,577177029;7,389058008;8,134269975;7,373386178;6,941696401
Cre12.g488000;10,06076682;9,594511883;9,600447057;10,29806346;10,13175404;10,16191687;9,751908587;10,19724479;10,17941514;9,86313296;9,881181962
Cre12.g488050;8,893907325;8,07720333;8,108330617;8,329844864;7,646060971;8,506560756;8,359813757;8,160822197;8,611876094;7,86163215;8,307445686
Cre12.g488100;6,082181095;6,438714268;6,285837864;6,401257445;6,628884623;6,470752388;6,268911075;6,500298152;6,24171927;6,533799445;6,378295126
Cre12.g488150;7,27562668;7,001023063;7,176438533;7,963955414;7,836083242;7,88913881;7,151029426;7,896392489;7,619791047;7,418553153;7,532788672
Cre12.g488173;3,035268861;2,590138001;2,881796159;3,143282981;3,198582752;3,380436124;2,83573434;3,240767286;3,089275921;2,894360377;3,131116141
Cre12.g488200;2,317075064;2,308405665;2,413980495;2,978675388;2,697652607;3,96566585;2,346487075;3,213997948;2,647875226;2,503029136;3,189823173
Cre12.g488250;6,254645306;6,63759117;6,416630519;6,298666454;6,534503268;6,337276889;6,436288999;6,39014887;6,27665588;6,586047219;6,376953704
Cre12.g488350;8,711347297;9,524167583;8,58350221;9,690257843;9,653434566;9,485660453;8,939672364;9,609784287;9,20080257;9,588801075;9,034581332
Cre12.g488351;2,131738098;2,089761509;1,971125828;2,489626984;2,456393582;2,664319714;2,064208478;2,536780094;2,310682541;2,273077545;2,317722771
Cre12.g488400;5,787218202;6,188395535;5,584548425;7,419334325;7,374622545;7,912801302;5,853387387;7,56891939;6,603276263;6,78150904;6,748674863
Cre12.g488450;7,721190636;6,10090129;7,66880023;6,145694551;5,486341711;8,53935407;7,163630719;6,723796777;6,933442593;5,7936215;8,10407715
Cre12.g488500;4,789070421;4,688403543;4,212615226;4,684314279;5,275353395;4,587938965;4,563363063;4,849202213;4,73669235;4,981878469;4,400277096
Cre12.g488550;6,923257306;6,976922486;6,920110815;6,551415087;6,646131842;6,441369314;6,940096869;6,546305414;6,737336196;6,811527164;6,680740065
Cre12.g488600;4,927027403;3,181771069;2,631091353;3,4804609;3,397793441;2,633510614;3,579963275;3,170588318;4,203744151;3,289782255;2,632300983
Cre12.g488750;8,12393475;8,001563145;7,907883436;8,211988063;7,9051349;7,930604213;8,01112711;8,015909059;8,167961407;7,953349022;7,919243825
Cre12.g488752;7,828967416;7,789945973;7,611606737;8,358416337;8,535700862;8,208357707;7,743506708;8,367491636;8,093691877;8,162823417;7,909982222
Cre12.g488800;10,37121145;9,735050032;10,18313823;9,528749866;8,26057197;9,361518627;10,09646657;9,050280155;9,949980656;8,997811001;9,772328427
Cre12.g488850;8,5307511;7,983816846;8,148269581;8,137986534;8,199952846;8,369156943;8,220945842;8,235698774;8,334368817;8,091884846;8,258713262
Cre12.g489000;7,533945666;5,397038044;5,411615784;7,289466015;6,751772081;7,444104207;6,114199831;7,161780768;7,411705841;6,074405063;6,427859995
Cre12.g489001;4,241943875;2,242802227;2,177282548;2,195634283;3,318405441;2,360670605;2,887342883;2,624903443;3,218789079;2,780603834;2,268976576
Cre12.g489002;6,436579603;5,968808222;6,487050598;6,960457498;6,781339585;7,36163411;6,297479474;7,034477064;6,69851855;6,375073903;6,924342354
Cre12.g489050;8,497910349;8,527143795;8,899811583;8,817424854;8,726680599;8,722686196;8,641621909;8,755597216;8,657667601;8,626912197;8,81124889
Cre12.g489150;10,47910164;10,24360982;10,39789001;10,04454756;9,959079699;9,825868644;10,37353382;9,943165301;10,2618246;10,10134476;10,11187933
Cre12.g489152;3,068215934;2,970388553;3,049669748;3,101175395;3,194347729;2,84513332;3,029424745;3,046885481;3,084695665;3,082368141;2,947401534
Cre12.g489153;14,83774963;15,39820665;15,0783544;15,17733764;15,25101364;14,9400449;15,10477023;15,12279872;15,00754363;15,32461015;15,00919965
Cre12.g489200;7,697875704;6,755709476;7,048320765;6,274939095;6,290920313;6,176247041;7,167301982;6,247368816;6,986407399;6,523314894;6,612283903
Cre12.g489250;7,435465213;7,586992022;6,479602609;7,174264994;7,193144046;6,599567388;7,167353281;6,988992143;7,304865104;7,390068034;6,539584999
Cre12.g489300;7,945149638;7,885870023;6,804523951;7,04495615;7,039579461;7,043385294;7,545181204;7,042640301;7,495052894;7,462724742;6,923954622
Cre12.g489350;3,200049191;3,043173465;3,35175137;3,233971799;3,328324173;3,149559301;3,198324675;3,237285091;3,217010495;3,185748819;3,250655335
Cre12.g489400;5,445821276;5,192559169;5,01097639;4,579773901;4,583785733;4,873542026;5,216452278;4,679033887;5,012797589;4,888172451;4,942259208
Cre12.g489450;7,76200978;6,793741574;7,031722274;6,720488832;7,027825175;6,728975494;7,195824543;6,825763167;7,241249306;6,910783374;6,880348884
Cre12.g489500;5,847036274;6,717671485;5,216255704;6,372699528;6,015425936;6,065225729;5,926987821;6,151117064;6,109867901;6,36654871;5,640740717
Cre12.g489550;5,713507426;5,494555077;4,980177921;5,3343658;5,099359041;4,929085373;5,396080141;5,120936738;5,523936613;5,296957059;4,954631647
Cre12.g489600;6,129812627;5,745190531;5,696590241;5,659669327;5,862546241;5,420723278;5,8571978;5,647646282;5,894740977;5,803868386;5,558656759
